CustomerName	OrderDate	OrderValue
De witt Standbridge	2021-08-04T21:43:46Z	1494.59
Burlie Poulett	2021-10-27T10:36:19Z	4746.82
Burlie Poulett	2021-08-28T08:30:00Z	4957.03
Chandra O'Donoghue	2021-07-26T02:55:10Z	637.46
Blaire Dunleavy	2021-08-21T17:35:38Z	2243.39
De witt Standbridge	2021-09-25T02:37:57Z	294.91
Blaire Dunleavy	2021-12-31T00:42:13Z	4238.44
Vernon Speller	2021-06-19T09:00:18Z	3360.95
Cori Keohane	2021-06-30T04:41:11Z	475.46
Jarrett Olney	2021-12-03T06:56:00Z	1632.71
Dennie Bransom	2021-12-01T22:31:18Z	742.57
Malina Bruin	2021-10-11T08:20:52Z	4158.59
Nola Girardy	2021-10-07T08:36:48Z	939.21
Jarrett Olney	2021-07-09T15:11:32Z	4059.51
Vernon Speller	2022-02-03T20:35:04Z	4514.79
Malina Bruin	2021-08-30T14:50:11Z	689.19
Burlie Poulett	2022-01-05T12:25:07Z	2403.97
Zabrina Deniskevich	2021-05-08T16:14:42Z	2321.51
Elizabeth Fagg	2021-12-09T03:30:23Z	4535.08
Jaquenette Skinner	2022-02-13T20:56:52Z	2585.4
Jarrett Olney	2021-08-22T16:24:35Z	4263.82
Vernon Speller	2022-03-10T19:30:10Z	4031.33
Laraine Ickovic	2022-03-27T07:59:44Z	1475.45
Blaire Dunleavy	2021-12-27T06:41:50Z	386.27
Jaquenette Skinner	2021-08-01T08:09:53Z	3086.26
Lenard Emlen	2021-09-21T20:38:05Z	2692.59
De witt Standbridge	2021-09-28T10:39:26Z	249.15
Lenard Emlen	2022-04-14T03:30:30Z	4983.85
Pierson Stutt	2021-10-01T07:36:41Z	2903.45
Jarrett Olney	2021-11-23T01:49:25Z	1513.13
Bee Skoggings	2022-04-24T06:14:14Z	4626.43
Chandra O'Donoghue	2022-03-18T08:07:11Z	1423.6
Elizabeth Fagg	2021-10-01T22:24:07Z	1266.98
Bee Skoggings	2021-10-06T22:33:47Z	4132.98
Zabrina Deniskevich	2021-07-19T18:32:02Z	551.78
Nola Girardy	2021-10-31T15:05:26Z	3436.73
Vernon Speller	2021-07-05T12:59:30Z	341.4
Malina Bruin	2021-12-01T14:46:36Z	3815.33
Blaire Dunleavy	2021-11-30T12:54:05Z	4707.05
